Закупки по;Реестровый номер закупки;Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки);Наименование закупки;Предмет электронного аукциона (только для ПП РФ 615);Идентификационный код закупки;Номер лота;Наименование лота; Начальная (максимальная) цена контракта ;Валюта;Начальная (максимальная) цена в валюте контракта;Валюта контракта;Классификация по ОКДП;Классификация по ОКПД;Классификация по ОКПД2;Код позиции;Наименование Заказчика;Организация, осуществляющая размещение ;Дата размещения;Дата обновления;Этап закупки;Особенности размещения заказа\ Преимущества (44-ФЗ);Дата начала подачи заявок;Дата окончания подачи заявок;Дата проведения электронного аукциона
223-ФЗ;№32514832287;Прочие;Запрос котировок в электронной форме № АСТР 43-25 по выбору поставщика несамоходного судна с жилыми помещениями для проживания экипажей земснарядов и гидрографических катеров на Волго-Каспийском морском судоходном канале;;;1;Поставка  несамоходного судна с жилыми помещениями для проживания экипажей земснарядов и гидрографических катеров на Волго-Каспийском морском судоходном канале; 59 850 000.00   ;RUB;;;;;30.11.21.119: Суда морские пассажирские прочие;30.11.21.119: Суда морские пассажирские прочие;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";;13.05.2025;13.05.2025;Закупка завершена;;13.05.2025;21.05.2025;
223-ФЗ;№32514906548;Прочие;Запрос котировок в электронной форме №АСТР 43 (2)-25 по выбору поставщика несамоходного судна с жилыми помещениями для проживания экипажей земснарядов и гидрографических катеров на Волго-Каспийском морском судоходном канале;;;1;Поставка несамоходного судна с жилыми помещениями для проживания экипажей земснарядов и гидрографических катеров на Волго-Каспийском морском судоходном канале; 59 850 000.00   ;RUB;;;;;30.11.21.119: Суда морские пассажирские прочие;30.11.21.119: Суда морские пассажирские прочие;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";;02.06.2025;02.06.2025;Закупка завершена;;02.06.2025;10.06.2025;
223-ФЗ;№32514868440;Прочие;запрос котировок в электронной форме, № АРХ-30-2025 по выбору организации на право заключения договора на строительства гидрографического (промерного) катера для Архангельского управления Арктического бассейнового филиала ФГУП «Росморпорт»;;;1;Строительство гидрографического катера; 37 000 000.00   ;RUB;;;;;30.11.33.190: Суда прочие;30.11.33.190: Суда прочие;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";;22.05.2025;22.05.2025;Закупка завершена;;22.05.2025;06.06.2025;
223-ФЗ;№32514922637;Прочие;Извещение о запросе котировок в электронной форме  № АЧБФ-ТА-224-25 по выбору организации на поставку гидрографического катера.;;;1;Поставка гидрографического (промерного) катера (АЧБФ-ТА-224-25); 62 800 000.00   ;RUB;;;;;30.11.31.120: Суда-рыбозаводы;30.11.31.120: Суда-рыбозаводы;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";;05.06.2025;05.06.2025;Работа комиссии;;05.06.2025;17.06.2025;
223-ФЗ;№32514821565;Прочие;Извещение о запросе котировок в электронной форме (№ МФ 26-25), по выбору организации на право заключения договора на поставку бонов заградительных постоянной плавучести для нужд портового флота Мариупольского филиала ФГУП «НИКИМП»;;;1;Поставка бонов заградительных постоянной плавучести для нужд портового флота Мариупольского филиала ФГУП «НИКИМП»; 443 000.00   ;RUB;;;;;30.11.50.190: Конструкции плавучие прочие, не включенные в другие группировки;30.11.50.190: Конструкции плавучие прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНСТИТУТ ИСПЫТАТЕЛЬНЫХ МАШИН, ПРИБОРОВ И СРЕДСТВ ИЗМЕРЕНИЯ МАСС""";;07.05.2025;07.05.2025;Закупка завершена;;07.05.2025;20.05.2025;
223-ФЗ;№32514914236;Прочие;Извещение о запросе котировок в электронной форме (№ МФ 30-25), по выбору организации на право заключения договора на поставку бонов заградительных постоянной плавучести для нужд портового флота Мариупольского филиала ФГУП «НИКИМП»;;;1;Поставка бонов заградительных постоянной плавучести для нужд портового флота Мариупольского филиала ФГУП «НИКИМП».; 443 000.00   ;RUB;;;;;30.11.50.190: Конструкции плавучие прочие, не включенные в другие группировки;30.11.50.190: Конструкции плавучие прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНСТИТУТ ИСПЫТАТЕЛЬНЫХ МАШИН, ПРИБОРОВ И СРЕДСТВ ИЗМЕРЕНИЯ МАСС""";;04.06.2025;04.06.2025;Закупка завершена;;04.06.2025;17.06.2025;
223-ФЗ;№32514539667;Прочие;Извещение о запросе котировок в электронной форме (№ СФ 02-25), по выбору организации на право заключения договора на поставку Лодки ПВХ для нужд  Севастопольского филиала ФГУП «НИКИМП».;;;1;"Поставка лодки ПВХ для нужд ""Севастопольского филиала ФГУП ""НИКИМП"""; 215 000.00   ;RUB;;;;;30.12.12.110: Суда надувные прогулочные;30.12.12.110: Суда надувные прогулочные;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И КОНСТРУКТОРСКИЙ ИНСТИТУТ ИСПЫТАТЕЛЬНЫХ МАШИН, ПРИБОРОВ И СРЕДСТВ ИЗМЕРЕНИЯ МАСС""";;21.02.2025;24.02.2025;Закупка завершена;;21.02.2025;03.03.2025;
223-ФЗ;№32514587487;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Изготовление и  поставка баржи-площадки несамоходной;;;1;Изготовление и  поставка баржи-площадки несамоходной; 28 733 000.00   ;RUB;;;;;30.11.24.122: Суда сухогрузные речные несамоходные;30.11.24.122: Суда сухогрузные речные несамоходные;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ГОСУДАРСТВЕННЫЙ ИСТОРИКО-АРХИТЕКТУРНЫЙ И ЭТНОГРАФИЧЕСКИЙ МУЗЕЙ-ЗАПОВЕДНИК ""КИЖИ""";;06.03.2025;06.03.2025;Закупка завершена;;06.03.2025;17.03.2025;
223-ФЗ;№32514885078;Прочие;"К №25-55-ОЭ на право заключения договора на поставку лодки моторной и дополнительного оборудования для нужд филиала ПАО ""Россети Сибирь"" - ""Омскэнерго""";;;1;Поставка лодки моторной и дополнительного оборудования; 1 775 190.45   ;RUB;;;;;"30.12.19.110: Суда прогулочные прочие; 29.20.23.190: Прицепы и полуприцепы прочие, не включенные в другие группировки; 28: Машины и оборудование, не включенные в другие группировки";"30.12.19.110: Суда прогулочные прочие; 29.20.23.190: Прицепы и полуприцепы прочие, не включенные в другие группировки; 28: Машины и оборудование, не включенные в другие группировки";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССЕТИ СИБИРЬ""";;28.05.2025;25.06.2025;Подача заявок;;28.05.2025;04.07.2025;
223-ФЗ;№32514781596;Закупка у единственного поставщика (подрядчика, исполнителя);ОКАЗАНИЕ УСЛУГ ПО ИЗГОТОВЛЕНИЮ ПОНТОНОВ ДЛЯ СТОЯНКИ МАЛОМЕРНОГО ФЛОТА;;;1;ОКАЗАНИЕ УСЛУГ ПО ИЗГОТОВЛЕНИЮ ПОНТОНОВ ДЛЯ СТОЯНКИ МАЛОМЕРНОГО ФЛОТА; 6 000 000.00   ;RUB;;;;;30.11.50.120: Понтоны;30.11.50.120: Понтоны;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯХТЕННЫЙ ПОРТ""";;24.04.2025;24.04.2025;Закупка завершена;;24.04.2025;;
223-ФЗ;№32514947435;Прочие;"ОКПД2 30.11.21 Поставка судна на воздушной подушке для нужд Дальневосточного филиала АО ""ТК РусГидро"" (Лот № 1037-ТПИР ОНМ-2025-ТК_Дальневост_фил)";;;1;"ОКПД2 30.11.21 Поставка судна на воздушной подушке для нужд Дальневосточного филиала АО ""ТК РусГидро"""; 11 014 944.44   ;RUB;;;;;30.11.21.119: Суда морские пассажирские прочие;30.11.21.119: Суда морские пассажирские прочие;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСПОРТНАЯ КОМПАНИЯ РУСГИДРО""";;17.06.2025;17.06.2025;Подача заявок;;17.06.2025;03.07.2025;
223-ФЗ;№32514804863;Прочие;ОКПД2 30.12.19.110 Поставка алюминиевых лодок с подвесными моторами в г. Якутск для нужд флота АО «Энерготрансснаб» (Лот № 1185-ЭКСП ПРОД-2025-ЭТС);;;1;ОКПД2 30.12.19.110 Поставка алюминиевых лодок с подвесными моторами в г. Якутск для нужд флота АО «Энерготрансснаб»; 2 168 852.40   ;RUB;;;;;"30.12.19.110: Суда прогулочные прочие; 28.11.11.000: Двигатели лодочные подвесные";"30.12.19.110: Суда прогулочные прочие; 28.11.11.000: Двигатели лодочные подвесные";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОТРАНССНАБ""";;30.04.2025;30.04.2025;Закупка завершена;;30.04.2025;14.05.2025;
223-ФЗ;№32514471543;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка  рыбоводного понтона и дели для нужд Нижне-Обского филиала ФГБУ «Главрыбвод»;;;1;Поставка рыбоводного понтона и дели рыбоводной для нужд Нижне-Обского филиала ФГБУ «Главрыбвод»; 1 239 540.00   ;RUB;;;;;"30.11.50.129: Понтоны прочие; 13.94.12.122: Дели готовые (отделанные) рыболовные из текстильных материалов";"30.11.50.129: Понтоны прочие; 13.94.12.122: Дели готовые (отделанные) рыболовные из текстильных материалов";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ БАССЕЙНОВОЕ УПРАВЛЕНИЕ ПО РЫБОЛОВСТВУ И СОХРАНЕНИЮ ВОДНЫХ БИОЛОГИЧЕСКИХ РЕСУРСОВ""";;03.02.2025;03.02.2025;Закупка завершена;;03.02.2025;11.02.2025;
223-ФЗ;№32514956460;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка алюминиевой лодки и лодочного мотора;;;1;Поставка алюминиевой лодки и лодочного мотора; 1 622 000.00   ;RUB;;;;;"30.12.19.110: Суда прогулочные прочие; 28.11.11.000: Двигатели лодочные подвесные";"30.12.19.110: Суда прогулочные прочие; 28.11.11.000: Двигатели лодочные подвесные";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""МОРСКАЯ ТЕХНИЧЕСКАЯ АКАДЕМИЯ ИМЕНИ АДМИРАЛА Д.Н. СЕНЯВИНА""";;18.06.2025;18.06.2025;Подача заявок;;18.06.2025;26.06.2025;
223-ФЗ;№32514739889;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка аэролодки «Фантом 850К» (или эквивалент)  ;;;1;Поставка аэролодки «Фантом 850К» (или эквивалент)  ; 15 429 250.00   ;RUB;;;;;30.12.19.110: Суда прогулочные прочие;30.12.19.110: Суда прогулочные прочие;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ЯДЕРНЫХ ИССЛЕДОВАНИЙ РОССИЙСКОЙ АКАДЕМИИ НАУК;;14.04.2025;15.04.2025;Закупка отменена;;14.04.2025;22.04.2025;
223-ФЗ;№32514707712;Прочие;Поставка байдарки;;;1;Поставка байдарки; 123 303.68   ;RUB;;;;;30.12.19.130: Лодки гребные;30.12.19.130: Лодки гребные;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ФИЗКУЛЬТУРНО-ОЗДОРОВИТЕЛЬНЫЙ КОМПЛЕКС ""ВОРГОЛ"" ЕЛЕЦКОГО МУНИЦИПАЛЬНОГО РАЙОНА ЛИПЕЦКОЙ ОБЛАСТИ";;03.04.2025;03.04.2025;Закупка завершена;;03.04.2025;07.04.2025;
223-ФЗ;№32514774803;Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка байдарки одиночки;;;1;Поставка байдарки одиночки; 1 925 333.34   ;RUB;;;;;30.12.19.130: Лодки гребные;30.12.19.130: Лодки гребные;"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ""ПОМОРЬЕ""";;22.04.2025;22.04.2025;Закупка завершена;;22.04.2025;30.04.2025;
223-ФЗ;№32514893199;Прочие;Поставка бонов постоянной плавучести и якорного комплекта;;;1;Поставка бонов постоянной плавучести и якорного комплекта; 6 156 000.00   ;RUB;;;;;"30.11.50.190: Конструкции плавучие прочие, не включенные в другие группировки; 28.99.39.190: Оборудование специального назначения прочее, не включенное в другие группировки";"30.11.50.190: Конструкции плавучие прочие, не включенные в другие группировки; 28.99.39.190: Оборудование специального назначения прочее, не включенное в другие группировки";ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ САНКТ-ПЕТЕРБУРГСКИЙ НАУЧНЫЙ ЦЕНТР РОССИЙСКОЙ АКАДЕМИИ НАУК;;29.05.2025;29.05.2025;Закупка завершена;;29.05.2025;;
223-ФЗ;№32514933967;Прочие;Поставка боновых заграждений, нефтесборщика, распылителя сорбента - (432);;;1;Поставка боновых заграждений, нефтесборщика, распылителя сорбента; 4 441 440.00   ;RUB;;;;;30.11.50: Конструкции плавучие прочие (включая плоты, понтоны, кессоны, дебаркадеры, буи и бакены);30.11.50: Конструкции плавучие прочие (включая плоты, понтоны, кессоны, дебаркадеры, буи и бакены);"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЛЕНСКОЕ ОБЪЕДИНЕННОЕ РЕЧНОЕ ПАРОХОДСТВО""";;10.06.2025;20.06.2025;Подача заявок;;10.06.2025;26.06.2025;
223-ФЗ;№32514718105;Прочие;Поставка водных велосипедов Сава 300В;;;1;Поставка водных велосипедов Сава 300В; 650 000.00   ;RUB;;;;;30.11.32.130: Катера судовые буксирные;30.11.32.130: Катера судовые буксирные;"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ""ПАРКИ ГОРОДА ВОЛОГДЫ""";;07.04.2025;07.04.2025;Закупка завершена;;07.04.2025;;
223-ФЗ;№32514944806;Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства;Поставка грузопассажирского судна на воздушной подушке проекта «Спутник 12» (или эквивалент);;;1;Поставка грузопассажирского судна на воздушной подушке проекта «Спутник 12» (или эквивалент); 12 186 000.00   ;RUB;;;;;30.11.33.199: Суда прочие, не включенные в другие группировки;30.11.33.199: Суда прочие, не включенные в другие группировки;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ЯДЕРНЫХ ИССЛЕДОВАНИЙ РОССИЙСКОЙ АКАДЕМИИ НАУК;;16.06.2025;16.06.2025;Закупка завершена;;16.06.2025;24.06.2025;
223-ФЗ;№32514614530;Прочие;Поставка земкаравана в составе многочерпакового земснаряда проекта 1519 (или аналогичного) и трех самоходных грунтоотвозных шаланд проекта 81030 (или аналогичного) для нужд Махачкалинского филиала ФГУП «Росморпорт» (ЦА 07-25);;;1;Поставка земкаравана в составе многочерпакового земснаряда проекта 1519 (или аналогичного) и трех самоходных грунтоотвозных шаланд проекта 81030 (или аналогичного) для нужд Махачкалинского филиала ФГУП «Росморпорт» (ЦА 07-25); 1 010 000 000.00   ;RUB;;;;;"30.11.33: Земснаряды; плавучие маяки, плавучие краны; прочие суда";"30.11.33: Земснаряды; плавучие маяки, плавучие краны; прочие суда";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";;14.03.2025;14.03.2025;Закупка завершена;;14.03.2025;25.03.2025;
223-ФЗ;№32514735978;Прочие;Поставка камышекосилок «Медведка-3» или «эквивалент» для нужд Азово-Донского филиала ФГБУ «Главрыбвод»;;;1;Поставка камышекосилок «Медведка-3» или «эквивалент» для нужд Азово-Донского филиала ФГБУ «Главрыбвод»; 4 715 000.01   ;RUB;;;;;30.11.33.199: Суда прочие, не включенные в другие группировки;30.11.33.199: Суда прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ БАССЕЙНОВОЕ УПРАВЛЕНИЕ ПО РЫБОЛОВСТВУ И СОХРАНЕНИЮ ВОДНЫХ БИОЛОГИЧЕСКИХ РЕСУРСОВ""";;11.04.2025;11.04.2025;Закупка завершена;;11.04.2025;21.04.2025;
223-ФЗ;№32514696747;Прочие;Поставка камышекосилок «Медведка-3» или «эквивалент» для нужд Азово-Донского филиала ФГБУ «Главрыбвод»;;;1;Поставка камышекосилок «Медведка-3» или «эквивалент» для нужд Азово-Донского филиала ФГБУ «Главрыбвод»; 4 715 000.01   ;RUB;;;;;30.11.33.199: Суда прочие, не включенные в другие группировки;30.11.33.199: Суда прочие, не включенные в другие группировки;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГЛАВНОЕ БАССЕЙНОВОЕ УПРАВЛЕНИЕ ПО РЫБОЛОВСТВУ И СОХРАНЕНИЮ ВОДНЫХ БИОЛОГИЧЕСКИХ РЕСУРСОВ""";;01.04.2025;01.04.2025;Закупка завершена;;01.04.2025;09.04.2025;
